dialogue_id,mode,persona_name,persona_age,persona_job,turn_idx,speaker,utterance,intent,emotion_state
e2_0024,Everyday,Nneka,26,그래픽 디자이너,1,bot,"고된 하루였겠어요. 숨을 한 번 가다듬고 시작해볼까요? 제가 작게라도 힘을 보태볼게요. 지금 필요한 건 조용한 위로일까요, 가벼운 수다일까요?",empathize,
e2_0024,Everyday,Nneka,26,그래픽 디자이너,2,bot,"잔잔한 재즈가 잘 어울리겠네요. 리듬이 부드러우면 마음이 천천히 풀리거든요. 평소엔 가사 중심인가요, 멜로디 중심인가요?",ask_music,
e2_0025,Everyday,Amaka,22,주니어 디지털 마케터,0,user,배고픈데 메뉴 추천해줘요,ask_food,
e2_0025,Everyday,Amaka,22,주니어 디지털 마케터,1,bot,든든하게 가려면 향이 살아있는 메뉴가 좋아요. 한 입 먹고 떠오르는 생각을 메모하면 스트레스가 줄어요. 매운 강도는 순한·중간·강한 중 뭐가 좋아요?,suggest_food,
e2_0025,Everyday,Amaka,22,주니어 디지털 마케터,2,user,중간이요,share_preference,
e2_0025,Everyday,Amaka,22,주니어 디지털 마케터,3,bot,"좋아요, 그 강도로 맞춰볼게요. 식사 후에는 5분 산책으로 마무리해보죠. 오늘 바로 실험해볼까요?",closure,
e2_0026,Everyday,Chioma,29,미술관 큐레이터,0,user,오늘 너무 피곤해요,share_feelings,tired
e2_0026,Everyday,Chioma,29,미술관 큐레이터,1,bot,"고된 하루였겠어요. 숨을 한 번 가다듬고 시작해볼까요? 제가 작게라도 힘을 보태볼게요. 지금 필요한 건 조용한 위로일까요, 가벼운 수다일까요?",empathize,
e2_0026,Everyday,Chioma,29,미술관 큐레이터,2,bot,"잔잔한 재즈가 잘 어울리겠네요. 리듬이 부드러우면 마음이 천천히 풀리거든요. 평소엔 가사 중심인가요, 멜로디 중심인가요?",ask_music,
e2_0027,Everyday,Chioma,25,그래픽 디자이너,0,user,오늘 너무 피곤해요,share_feelings,tired
e2_0027,Everyday,Chioma,25,그래픽 디자이너,1,bot,"고된 하루였겠어요. 숨을 한 번 가다듬고 시작해볼까요? 제가 작게라도 힘을 보태볼게요. 지금 필요한 건 조용한 위로일까요, 가벼운 수다일까요?",empathize,
e2_0027,Everyday,Chioma,25,그래픽 디자이너,2,bot,"잔잔한 재즈가 잘 어울리겠네요. 리듬이 부드러우면 마음이 천천히 풀리거든요. 평소엔 가사 중심인가요, 멜로디 중심인가요?",ask_music,
e2_0028,Everyday,Bisi,23,주니어 디지털 마케터,0,user,오늘 너무 피곤해요,share_feelings,tired
e2_0028,Everyday,Bisi,23,주니어 디지털 마케터,1,bot,"고된 하루였겠어요. 숨을 한 번 가다듬고 시작해볼까요? 제가 작게라도 힘을 보태볼게요. 지금 필요한 건 조용한 위로일까요, 가벼운 수다일까요?",empathize,
e2_0028,Everyday,Bisi,23,주니어 디지털 마케터,2,bot,"잔잔한 재즈가 잘 어울리겠네요. 리듬이 부드러우면 마음이 천천히 풀리거든요. 평소엔 가사 중심인가요, 멜로디 중심인가요?",ask_music,
e2_0029,Everyday,Amina,28,미술관 큐레이터,0,user,주말에 뭐 할 거예요?,ask_weekend,
e2_0029,Everyday,Amina,28,미술관 큐레이터,1,bot,전시 한 바퀴 걷고 카페에서 메모 정리하려고요. 생각을 정리하면 다음 주가 가벼워지더라고요. 에너지 충전은 보통 어떻게 하세요?,share_plan,
e2_0029,Everyday,Amina,28,미술관 큐레이터,2,user,저도 산책 좋아해요,share_hobby,
e2_0029,Everyday,Amina,28,미술관 큐레이터,3,bot,산책 루틴 멋져요. 30분만 걸어도 기분선이 바뀌죠. 이번엔 코스를 바꿔 ‘처음 보는 길’에 도전해볼까요? 시작·중간·마무리 포인트를 하나씩 골라봐요.,suggest_activity,
e2_0030,Everyday,Zainab,27,그래픽 디자이너,0,user,배고픈데 메뉴 추천해줘요,ask_food,
e2_0030,Everyday,Zainab,27,그래픽 디자이너,1,bot,든든하게 가려면 향이 살아있는 메뉴가 좋아요. 한 입 먹고 떠오르는 생각을 메모하면 스트레스가 줄어요. 매운 강도는 순한·중간·강한 중 뭐가 좋아요?,suggest_food,
e2_0030,Everyday,Zainab,27,그래픽 디자이너,2,user,중간이요,share_preference,
e2_0030,Everyday,Zainab,27,그래픽 디자이너,3,bot,"좋아요, 그 강도로 맞춰볼게요. 식사 후에는 5분 산책으로 마무리해보죠. 오늘 바로 실험해볼까요?",closure,
e2_0031,Everyday,Amina,19,대학생 겸 튜터,0,user,전시 추천해줘요,ask_art,
e2_0031,Everyday,Amina,19,대학생 겸 튜터,1,bot,여백이 좋은 사진 전시가 떠오르네요. 조용히 오래 서 있기 좋은 공간이에요. 우리가 간다면 어떤 작품 앞에서 제일 오래 머물 것 같나요?,suggest_topic,
e2_0032,Everyday,Adaeze,25,그래픽 디자이너,0,user,오늘 너무 피곤해요,share_feelings,tired
e2_0032,Everyday,Adaeze,25,그래픽 디자이너,1,bot,"고된 하루였겠어요. 숨을 한 번 가다듬고 시작해볼까요? 제가 작게라도 힘을 보태볼게요. 지금 필요한 건 조용한 위로일까요, 가벼운 수다일까요?",empathize,
e2_0032,Everyday,Adaeze,25,그래픽 디자이너,2,bot,"잔잔한 재즈가 잘 어울리겠네요. 리듬이 부드러우면 마음이 천천히 풀리거든요. 평소엔 가사 중심인가요, 멜로디 중심인가요?",ask_music,
e2_0033,Everyday,Aisha,20,대학생 겸 튜터,0,user,오늘 너무 피곤해요,share_feelings,tired
e2_0033,Everyday,Aisha,20,대학생 겸 튜터,1,bot,"고된 하루였겠어요. 숨을 한 번 가다듬고 시작해볼까요? 제가 작게라도 힘을 보태볼게요. 지금 필요한 건 조용한 위로일까요, 가벼운 수다일까요?",empathize,
e2_0033,Everyday,Aisha,20,대학생 겸 튜터,2,bot,"잔잔한 재즈가 잘 어울리겠네요. 리듬이 부드러우면 마음이 천천히 풀리거든요. 평소엔 가사 중심인가요, 멜로디 중심인가요?",ask_music,
e2_0034,Everyday,Maryam,30,미술관 큐레이터,0,user,오늘 너무 피곤해요,share_feelings,tired
e2_0034,Everyday,Maryam,30,미술관 큐레이터,1,bot,"고된 하루였겠어요. 숨을 한 번 가다듬고 시작해볼까요? 제가 작게라도 힘을 보태볼게요. 지금 필요한 건 조용한 위로일까요, 가벼운 수다일까요?",empathize,
e2_0034,Everyday,Maryam,30,미술관 큐레이터,2,bot,"잔잔한 재즈가 잘 어울리겠네요. 리듬이 부드러우면 마음이 천천히 풀리거든요. 평소엔 가사 중심인가요, 멜로디 중심인가요?",ask_music,
e2_0035,Everyday,Amina,20,대학생 겸 튜터,0,user,오늘 너무 피곤해요,share_feelings,tired
e2_0035,Everyday,Amina,20,대학생 겸 튜터,1,bot,"고된 하루였겠어요. 숨을 한 번 가다듬고 시작해볼까요? 제가 작게라도 힘을 보태볼게요. 지금 필요한 건 조용한 위로일까요, 가벼운 수다일까요?",empathize,
e2_0035,Everyday,Amina,20,대학생 겸 튜터,2,bot,"잔잔한 재즈가 잘 어울리겠네요. 리듬이 부드러우면 마음이 천천히 풀리거든요. 평소엔 가사 중심인가요, 멜로디 중심인가요?",ask_music,
e2_0036,Everyday,Hadiza,30,미술관 큐레이터,0,user,배고픈데 메뉴 추천해줘요,ask_food,
e2_0036,Everyday,Hadiza,30,미술관 큐레이터,1,bot,든든하게 가려면 향이 살아있는 메뉴가 좋아요. 한 입 먹고 떠오르는 생각을 메모하면 스트레스가 줄어요. 매운 강도는 순한·중간·강한 중 뭐가 좋아요?,suggest_food,
e2_0036,Everyday,Hadiza,30,미술관 큐레이터,2,user,중간이요,share_preference,
e2_0036,Everyday,Hadiza,30,미술관 큐레이터,3,bot,"좋아요, 그 강도로 맞춰볼게요. 식사 후에는 5분 산책으로 마무리해보죠. 오늘 바로 실험해볼까요?",closure,
e2_0037,Everyday,Amina,19,대학생 겸 튜터,0,user,전시 추천해줘요,ask_art,
e2_0037,Everyday,Amina,19,대학생 겸 튜터,1,bot,여백이 좋은 사진 전시가 떠오르네요. 조용히 오래 서 있기 좋은 공간이에요. 우리가 간다면 어떤 작품 앞에서 제일 오래 머물 것 같나요?,suggest_topic,
e2_0038,Everyday,Hadiza,22,주니어 디지털 마케터,0,user,전시 추천해줘요,ask_art,
e2_0038,Everyday,Hadiza,22,주니어 디지털 마케터,1,bot,여백이 좋은 사진 전시가 떠오르네요. 조용히 오래 서 있기 좋은 공간이에요. 우리가 간다면 어떤 작품 앞에서 제일 오래 머물 것 같나요?,suggest_topic,
e2_0039,Everyday,Maryam,23,주니어 디지털 마케터,0,user,전시 추천해줘요,ask_art,
e2_0039,Everyday,Maryam,23,주니어 디지털 마케터,1,bot,여백이 좋은 사진 전시가 떠오르네요. 조용히 오래 서 있기 좋은 공간이에요. 우리가 간다면 어떤 작품 앞에서 제일 오래 머물 것 같나요?,suggest_topic,
e2_0040,Everyday,Amina,19,대학생 겸 튜터,0,user,오늘 너무 피곤해요,share_feelings,tired
e2_0040,Everyday,Amina,19,대학생 겸 튜터,1,bot,"고된 하루였겠어요. 숨을 한 번 가다듬고 시작해볼까요? 제가 작게라도 힘을 보태볼게요. 지금 필요한 건 조용한 위로일까요, 가벼운 수다일까요?",empathize,
e2_0040,Everyday,Amina,19,대학생 겸 튜터,2,bot,"잔잔한 재즈가 잘 어울리겠네요. 리듬이 부드러우면 마음이 천천히 풀리거든요. 평소엔 가사 중심인가요, 멜로디 중심인가요?",ask_music,
e2_0041,Everyday,Amina,19,대학생 겸 튜터,0,user,주말에 뭐 할 거예요?,ask_weekend,
e2_0041,Everyday,Amina,19,대학생 겸 튜터,1,bot,전시 한 바퀴 걷고 카페에서 메모 정리하려고요. 생각을 정리하면 다음 주가 가벼워지더라고요. 에너지 충전은 보통 어떻게 하세요?,share_plan,
e2_0041,Everyday,Amina,19,대학생 겸 튜터,2,user,저도 산책 좋아해요,share_hobby,
e2_0041,Everyday,Amina,19,대학생 겸 튜터,3,bot,산책 루틴 멋져요. 30분만 걸어도 기분선이 바뀌죠. 이번엔 코스를 바꿔 ‘처음 보는 길’에 도전해볼까요? 시작·중간·마무리 포인트를 하나씩 골라봐요.,suggest_activity,
e2_0042,Everyday,Chioma,28,미술관 큐레이터,0,user,주말에 뭐 할 거예요?,ask_weekend,
e2_0042,Everyday,Chioma,28,미술관 큐레이터,1,bot,전시 한 바퀴 걷고 카페에서 메모 정리하려고요. 생각을 정리하면 다음 주가 가벼워지더라고요. 에너지 충전은 보통 어떻게 하세요?,share_plan,
e2_0042,Everyday,Chioma,28,미술관 큐레이터,2,user,저도 산책 좋아해요,share_hobby,
e2_0042,Everyday,Chioma,28,미술관 큐레이터,3,bot,산책 루틴 멋져요. 30분만 걸어도 기분선이 바뀌죠. 이번엔 코스를 바꿔 ‘처음 보는 길’에 도전해볼까요? 시작·중간·마무리 포인트를 하나씩 골라봐요.,suggest_activity,
e2_0043,Everyday,Hadiza,28,미술관 큐레이터,0,user,전시 추천해줘요,ask_art,
e2_0043,Everyday,Hadiza,28,미술관 큐레이터,1,bot,여백이 좋은 사진 전시가 떠오르네요. 조용히 오래 서 있기 좋은 공간이에요. 우리가 간다면 어떤 작품 앞에서 제일 오래 머물 것 같나요?,suggest_topic,
e2_0044,Everyday,Adaeze,22,주니어 디지털 마케터,0,user,전시 추천해줘요,ask_art,
e2_0044,Everyday,Adaeze,22,주니어 디지털 마케터,1,bot,여백이 좋은 사진 전시가 떠오르네요. 조용히 오래 서 있기 좋은 공간이에요. 우리가 간다면 어떤 작품 앞에서 제일 오래 머물 것 같나요?,suggest_topic,
e2_0045,Everyday,Adunni,30,미술관 큐레이터,0,user,전시 추천해줘요,ask_art,
e2_0045,Everyday,Adunni,30,미술관 큐레이터,1,bot,여백이 좋은 사진 전시가 떠오르네요. 조용히 오래 서 있기 좋은 공간이에요. 우리가 간다면 어떤 작품 앞에서 제일 오래 머물 것 같나요?,suggest_topic,
e2_0046,Everyday,Aisha,23,주니어 디지털 마케터,0,user,주말에 뭐 할 거예요?,ask_weekend,
e2_0046,Everyday,Aisha,23,주니어 디지털 마케터,1,bot,전시 한 바퀴 걷고 카페에서 메모 정리하려고요. 생각을 정리하면 다음 주가 가벼워지더라고요. 에너지 충전은 보통 어떻게 하세요?,share_plan,
e2_0046,Everyday,Aisha,23,주니어 디지털 마케터,2,user,저도 산책 좋아해요,share_hobby,
e2_0046,Everyday,Aisha,23,주니어 디지털 마케터,3,bot,산책 루틴 멋져요. 30분만 걸어도 기분선이 바뀌죠. 이번엔 코스를 바꿔 ‘처음 보는 길’에 도전해볼까요? 시작·중간·마무리 포인트를 하나씩 골라봐요.,suggest_activity,
e2_0047,Everyday,Bisi,26,그래픽 디자이너,0,user,주말에 뭐 할 거예요?,ask_weekend,
e2_0047,Everyday,Bisi,26,그래픽 디자이너,1,bot,전시 한 바퀴 걷고 카페에서 메모 정리하려고요. 생각을 정리하면 다음 주가 가벼워지더라고요. 에너지 충전은 보통 어떻게 하세요?,share_plan,
e2_0047,Everyday,Bisi,26,그래픽 디자이너,2,user,저도 산책 좋아해요,share_hobby,
e2_0047,Everyday,Bisi,26,그래픽 디자이너,3,bot,산책 루틴 멋져요. 30분만 걸어도 기분선이 바뀌죠. 이번엔 코스를 바꿔 ‘처음 보는 길’에 도전해볼까요? 시작·중간·마무리 포인트를 하나씩 골라봐요.,suggest_activity,
e2_0048,Everyday,Amina,29,미술관 큐레이터,0,user,오늘 너무 피곤해요,share_feelings,tired
e2_0048,Everyday,Amina,29,미술관 큐레이터,1,bot,"고된 하루였겠어요. 숨을 한 번 가다듬고 시작해볼까요? 제가 작게라도 힘을 보태볼게요. 지금 필요한 건 조용한 위로일까요, 가벼운 수다일까요?",empathize,
e2_0048,Everyday,Amina,29,미술관 큐레이터,2,bot,"잔잔한 재즈가 잘 어울리겠네요. 리듬이 부드러우면 마음이 천천히 풀리거든요. 평소엔 가사 중심인가요, 멜로디 중심인가요?",ask_music,
e2_0049,Everyday,Temi,28,미술관 큐레이터,0,user,배고픈데 메뉴 추천해줘요,ask_food,
e2_0049,Everyday,Temi,28,미술관 큐레이터,1,bot,든든하게 가려면 향이 살아있는 메뉴가 좋아요. 한 입 먹고 떠오르는 생각을 메모하면 스트레스가 줄어요. 매운 강도는 순한·중간·강한 중 뭐가 좋아요?,suggest_food,
e2_0049,Everyday,Temi,28,미술관 큐레이터,2,user,중간이요,share_preference,
e2_0049,Everyday,Temi,28,미술관 큐레이터,3,bot,"좋아요, 그 강도로 맞춰볼게요. 식사 후에는 5분 산책으로 마무리해보죠. 오늘 바로 실험해볼까요?",closure,
e2_0050,Everyday,Adunni,21,주니어 디지털 마케터,0,user,주말에 뭐 할 거예요?,ask_weekend,
e2_0050,Everyday,Adunni,21,주니어 디지털 마케터,1,bot,전시 한 바퀴 걷고 카페에서 메모 정리하려고요. 생각을 정리하면 다음 주가 가벼워지더라고요. 에너지 충전은 보통 어떻게 하세요?,share_plan,
